ID,Title,Price,Miles,Location,Market Price
1616,2021 Ford Escape SE AWD,$24300,25355 mi,"Lake Geneva, WI",$2054 below market
1617,2018 Ford F-150 Limited SuperCrew 4WD,$44498,51269 mi,"Milwaukee, WI",$578 above market
1618,2018 Ford Flex SEL,$17999,103422 mi,"Milwaukee, WI",$1520 below market
1619,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
1620,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
1621,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
1622,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
1623,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
1624,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
1625,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
1626,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
1627,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
1628,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
1629,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
1630,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1631,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
1632,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
1633,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
1634,2023 Hyundai Santa Fe SEL FWD,$30000,8088 mi,"Gurnee, IL",$920 below market
1635,2020 Toyota Highlander Platinum AWD,$39646,49892 mi,"Brookfield, WI",$1760 below market
1636,2015 Jeep Grand Cherokee Altitude 4WD,$17703,108644 mi,"Milwaukee, WI",$766 below market
1637,2020 Porsche Cayenne AWD,$55333,39779 mi,"Milwaukee, WI",$2457 below market
1638,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1639,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1640,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1641,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1642,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1643,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1644,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1645,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1646,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1647,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1648,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1649,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1650,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1651,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1652,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1653,2014 RAM ProMaster 2500 159 High Roof Cargo Van,$25405,75983 mi,"Plymouth, WI",$1083 below market
1654,2018 Honda Accord 1.5T Sport FWD,$24250,33669 mi,"Menomonee Falls, WI",$1094 below market
1655,2019 Jeep Wrangler Unlimited Sahara 4WD,$36999,34361 mi,"Brookfield, WI",$2374 below market
1656,2018 Kia Sorento LX AWD,$16997,89393 mi,"Waukesha, WI",$838 below market
1657,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1658,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1659,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1660,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1661,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1662,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1663,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1664,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1665,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1666,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1667,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1668,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1669,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1670,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1671,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1672,2022 Honda Odyssey EX-L FWD,$41700,1169 mi,"Gurnee, IL",$485 below market
1673,2020 BMW M4 Convertible RWD,$62878,16570 mi,"Milwaukee, WI",$4079 below market
1674,2021 Toyota RAV4 XLE Premium AWD,$31993,28228 mi,"Brookfield, WI",$3393 below market
1675,2021 Chevrolet Equinox LT AWD with 1LT,$21963,62230 mi,"Kenosha, WI",$1467 below market
1676,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1677,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1678,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1679,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1680,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1681,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1682,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1683,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1684,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1685,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1686,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1687,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1688,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1689,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1690,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1691,2019 Lexus NX 300 AWD,$32150,26071 mi,"Lomira, WI",$1143 below market
1692,2020 Chevrolet Silverado 1500 RST Crew Cab 4WD,$44195,30823 mi,"Milwaukee, WI",$1843 below market
1693,2022 Buick Envision Preferred FWD,$28300,17951 mi,"Kenosha, WI",$3611 below market
1694,2020 Rolls-Royce Ghost RWD,$219999,13956 mi,"Oconomowoc, WI",$25992 below market
1695,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1696,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1697,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1698,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1699,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1700,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1701,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1702,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1703,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1704,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1705,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1706,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1707,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1708,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1709,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1710,2021 Jeep Cherokee Latitude Plus 4WD,$24844,60558 mi,"Gurnee, IL",$191 below market
1711,2013 Acura ILX 2.0L FWD with Technology Package,$10493,147063 mi,"Milwaukee, WI",$382 below market
1712,2020 RAM 1500 Rebel Crew Cab 4WD,$43198,37047 mi,"Milwaukee, WI",$3082 below market
1713,2022 Chevrolet Suburban Premier 4WD,$63985,38957 mi,"Watertown, WI",$2407 below market
1714,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
1715,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1716,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1717,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1718,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1719,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
1720,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
1721,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1722,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
1723,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
1724,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1725,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1726,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1727,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
1728,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1729,2022 RAM 1500 Big Horn Crew Cab 4WD,$46955,8074 mi,"Mukwonago, WI",$1854 below market
1730,2021 Lincoln Aviator Grand Touring AWD,$56388,32684 mi,"Milwaukee, WI",$1092 below market
1731,2021 Volkswagen Tiguan SE 4Motion,$23628,61262 mi,"West Bend, WI",$1036 below market
1732,2023 Genesis G70 3.3T AWD,$49938,985 mi,"Gurnee, IL",$4287 below market
1733,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1734,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1735,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1736,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1737,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1738,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1739,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1740,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1741,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1742,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1743,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1744,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1745,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1746,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1747,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1748,2018 Audi Q5 2.0 TFSI quattro Premium Plus AWD,$26994,43108 mi,"Mount Pleasant, WI",$2226 below market
1749,2020 BMW X5 M50i xDrive AWD,$59437,38293 mi,"Milwaukee, WI",$1239 below market
1750,2018 Nissan Rogue SV AWD,$15250,102906 mi,"Sheboygan, WI",$1680 below market
1751,2019 Jeep Cherokee Trailhawk 4WD,$28490,23614 mi,"Burlington, WI",$399 below market
1752,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1753,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1754,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1755,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1756,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1757,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1758,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1759,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1760,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1761,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1762,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1763,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1764,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1765,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1766,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1767,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1768,2022 Ford Maverick XLT SuperCrew AWD,$33500,37718 mi,"Kenosha, WI",$470 below market
1769,2020 Dodge Durango GT Plus AWD,$31000,57579 mi,"Milwaukee, WI",$1461 below market
1770,2020 Mazda CX-5 Touring AWD,$25294,22903 mi,"Mount Pleasant, WI",$1296 below market
1771,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1772,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1773,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1774,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1775,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1776,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1777,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1778,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1779,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1780,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1781,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1782,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1783,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1784,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1785,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1786,2019 Kia Rio S FWD,$11500,90785 mi,"Gurnee, IL",$2188 below market
1787,2020 Nissan Rogue SV AWD,$20880,35432 mi,"Brookfield, WI",$2623 below market
1788,2019 Nissan Sentra SV FWD,$10997,113040 mi,"Milwaukee, WI",$2496 below market
1789,2021 Kia Soul S FWD,$17186,60237 mi,"Antioch, IL",$491 below market
1790,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1791,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1792,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1793,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1794,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1795,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1796,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1797,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1798,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1799,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1800,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1801,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1802,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1803,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1804,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1805,2021 Lincoln Aviator Grand Touring AWD,$56388,32684 mi,"Milwaukee, WI",$1092 below market
1806,2020 Toyota Tundra SR5 CrewMax 4WD,$43700,30928 mi,"Brookfield, WI",$1691 below market
1807,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1808,2019 RAM 1500 Laramie Crew Cab 4WD,$40105,54218 mi,"Plymouth, WI",$744 below market
1809,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1810,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1811,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1812,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1813,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1814,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1815,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1816,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1817,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1818,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1819,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1820,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1821,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1822,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1823,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1824,2021 Ford Bronco Sport Badlands 4WD,$32987,35830 mi,"Oak Creek, WI",$985 below market
1825,2016 Mazda MAZDA3 i Grand Touring Hatchback,$15539,84909 mi,"Milwaukee, WI",$665 below market
1826,2020 Honda CR-V EX-L AWD,$29977,32573 mi,"Milwaukee, WI",$327 below market
1827,2018 Honda Accord 1.5T Sport FWD,$19497,112922 mi,"Milwaukee, WI",$609 below market
1828,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1829,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1830,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1831,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1832,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1833,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1834,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1835,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1836,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1837,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1838,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1839,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1840,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1841,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1842,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1843,2022 Ford Escape Titanium AWD,$34963,4708 mi,"Random Lake, WI",$1950 below market
1844,2022 Nissan LEAF SL Plus FWD,$26948,11458 mi,"Greenfield, WI",$607 below market
1845,2022 Chevrolet Silverado 1500 LT Trail Boss Crew Cab 4WD,$60097,11128 mi,"Plymouth, WI",$1911 below market
1846,2021 Chevrolet Silverado 2500HD High Country Crew Cab 4WD,$65998,34825 mi,"Plymouth, WI",$2670 below market
1847,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1848,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1849,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1850,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1851,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1852,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1853,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1854,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1855,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1856,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1857,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1858,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1859,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1860,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1861,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1862,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1863,2023 Nissan Rogue SV AWD,$31376,6650 mi,"Waukesha, WI",$857 below market
1864,2020 Mercedes-Benz Sprinter 3500 XD 170 V6 High Roof Crew Van RWD,$49999,74181 mi,"Waukesha, WI",$16844 below market
1865,2022 Subaru Crosstrek Base AWD,$25995,52598 mi,"Watertown, WI",$555 below market
1866,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1867,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1868,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1869,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1870,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1871,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1872,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1873,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1874,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1875,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1876,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1877,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1878,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1879,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1880,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1881,2020 Chevrolet Express Chassis 3500 139 Cutaway RWD,$19767,171351 mi,"Sheboygan, WI",$2209 below market
